time,open,high,low,close,volume,SMA
2016-05-23T00:00:00.000Z,95.870003,97.190002,95.669998,96.43,38018600,93.393570
2016-05-24T00:00:00.000Z,97.220001,98.089996,96.839996,97.900002,35140200,93.658570
2016-05-25T00:00:00.000Z,98.669998,99.739998,98.110001,99.620003,38168800,94.114285
2016-05-26T00:00:00.000Z,99.68,100.730003,98.639999,100.410004,56331200,94.663571
2016-05-27T00:00:00.000Z,99.440002,100.470001,99.25,100.349998,36229500,95.203571
2016-05-31T00:00:00.000Z,99.599998,100.400002,98.82,99.860001,42307200,95.663571
2016-06-01T00:00:00.000Z,99.019997,99.540001,98.330002,98.459999,29173300,96.088571
2016-06-02T00:00:00.000Z,97.599998,97.839996,96.629997,97.720001,40191600,96.615714
2016-06-03T00:00:00.000Z,97.790001,98.269997,97.449997,97.919998,28062900,97.144285
2016-06-06T00:00:00.000Z,97.989998,101.889999,97.550003,98.629997,23292500,97.483571
2016-06-07T00:00:00.000Z,99.25,99.870003,98.959999,99.029999,22409500,97.879286
2016-06-08T00:00:00.000Z,99.019997,99.559998,98.68,98.940002,20848100,98.192143
2016-06-09T00:00:00.000Z,98.5,99.989998,98.459999,99.650002,26601400,98.581429
2016-06-10T00:00:00.000Z,98.529999,99.349998,98.480003,98.830002,31712900,98.839286
2016-06-13T00:00:00.000Z,98.690002,99.120003,97.099998,97.339996,38020500,98.904286
2016-06-14T00:00:00.000Z,97.32,98.480003,96.75,97.459999,31931900,98.872857
2016-06-15T00:00:00.000Z,97.82,98.410004,97.029999,97.139999,29445200,98.695714
2016-06-16T00:00:00.000Z,96.449997,97.75,96.07,97.550003,31326800,98.491428
2016-06-17T00:00:00.000Z,96.620003,96.650002,95.300003,95.330002,61008200,98.132857
2016-06-20T00:00:00.000Z,96,96.57,95.029999,95.099998,34411900,97.792857
2016-06-21T00:00:00.000Z,94.940002,96.349998,94.68,95.910004,35546400,97.610714
2016-06-22T00:00:00.000Z,96.25,96.889999,95.349998,95.550003,29219100,97.455715
2016-06-23T00:00:00.000Z,95.940002,96.290001,95.25,96.099998,32240200,97.325715
2016-06-24T00:00:00.000Z,92.910004,94.660004,92.650002,93.400002,75311400,96.952143
2016-06-27T00:00:00.000Z,93,93.050003,91.5,92.040001,45489600,96.452858
2016-06-28T00:00:00.000Z,92.900002,93.660004,92.139999,93.589996,40444900,96.070715
2016-06-29T00:00:00.000Z,93.970001,94.550003,93.629997,94.400002,36531000,95.695715
2016-06-30T00:00:00.000Z,94.440002,95.769997,94.300003,95.599998,35836400,95.465000
2016-07-01T00:00:00.000Z,95.489998,96.470001,95.330002,95.889999,26026500,95.361429
2016-07-05T00:00:00.000Z,95.389999,95.400002,94.459999,94.989998,27705200,95.185000
2016-07-06T00:00:00.000Z,94.599998,95.660004,94.370003,95.529999,30949100,95.070000
2016-07-07T00:00:00.000Z,95.699997,96.5,95.620003,95.940002,25139600,94.955000
2016-07-08T00:00:00.000Z,96.489998,96.889999,96.050003,96.68,28912100,95.051429
2016-07-11T00:00:00.000Z,96.75,97.650002,96.730003,96.980003,23794900,95.185715
2016-07-12T00:00:00.000Z,97.169998,97.699997,97.120003,97.419998,24167500,95.293571
2016-07-13T00:00:00.000Z,97.410004,97.669998,96.839996,96.870003,25892200,95.387857
2016-07-14T00:00:00.000Z,97.389999,98.989998,97.32,98.790001,38919000,95.580000
2016-07-15T00:00:00.000Z,98.919998,99.300003,98.5,98.779999,30137000,95.964286
2016-07-18T00:00:00.000Z,98.699997,100.129997,98.599998,99.830002,36493900,96.520714
2016-07-19T00:00:00.000Z,99.559998,100,99.339996,99.870003,23779900,96.969286
2016-07-20T00:00:00.000Z,100,100.459999,99.739998,99.959999,26276000,97.366429
2016-07-21T00:00:00.000Z,99.830002,101,99.129997,99.43,32702000,97.640000
2016-07-22T00:00:00.000Z,99.260002,99.300003,98.309998,98.660004,28313700,97.837858
2016-07-25T00:00:00.000Z,98.25,98.839996,96.919998,97.339996,40382900,98.005715
2016-07-26T00:00:00.000Z,96.82,97.970001,96.419998,96.669998,56239800,98.087143
2016-07-27T00:00:00.000Z,104.269997,104.349998,102.75,102.949997,92344800,98.587857
2016-07-28T00:00:00.000Z,102.830002,104.449997,102.82,104.339996,39869800,99.135000
2016-07-29T00:00:00.000Z,104.190002,104.550003,103.68,104.209999,27733700,99.651428
2016-08-01T00:00:00.000Z,104.410004,106.150002,104.410004,106.050003,38167900,100.267857
2016-08-02T00:00:00.000Z,106.050003,106.07,104,104.480003,33816600,100.811429
2016-08-03T00:00:00.000Z,104.809998,105.839996,104.769997,105.790001,30202600,101.311429
2016-08-04T00:00:00.000Z,105.580002,106,105.279999,105.870003,27408700,101.817857
2016-08-05T00:00:00.000Z,106.269997,107.650002,106.18,107.480003,40553400,102.364286
2016-08-08T00:00:00.000Z,107.519997,108.370003,107.160004,108.370003,28037200,102.971429
2016-08-09T00:00:00.000Z,108.230003,108.940002,108.010002,108.809998,26315200,103.603572
2016-08-10T00:00:00.000Z,108.709999,108.900002,107.760002,108,24008500,104.215715
2016-08-11T00:00:00.000Z,108.519997,108.93,107.849998,107.93,27484500,104.877857
2016-08-12T00:00:00.000Z,107.779999,108.440002,107.779999,108.18,18660400,105.652143
2016-08-15T00:00:00.000Z,108.139999,109.540001,108.080002,109.480003,25868200,106.567143
2016-08-16T00:00:00.000Z,109.629997,110.230003,109.209999,109.379997,33794400,107.026429
2016-08-17T00:00:00.000Z,109.099998,109.370003,108.339996,109.220001,25356000,107.375001
2016-08-18T00:00:00.000Z,109.230003,109.599998,109.019997,109.080002,21984700,107.722858
2016-08-19T00:00:00.000Z,108.769997,109.690002,108.360001,109.360001,25368100,107.959287
2016-08-22T00:00:00.000Z,108.860001,109.099998,107.849998,108.510002,25820200,108.247144
2016-08-23T00:00:00.000Z,108.589996,109.32,108.529999,108.849998,21257700,108.465715
2016-08-24T00:00:00.000Z,108.57,108.75,107.68,108.029999,23675100,108.620000
2016-08-25T00:00:00.000Z,107.389999,107.879997,106.68,107.57,25086200,108.626429
2016-08-26T00:00:00.000Z,107.410004,107.949997,106.309998,106.940002,27766300,108.524286
2016-08-29T00:00:00.000Z,106.620003,107.440002,106.290001,106.82,24970300,108.382143
2016-08-30T00:00:00.000Z,105.800003,106.5,105.5,106,24863900,108.239286
2016-08-31T00:00:00.000Z,105.660004,106.57,105.639999,106.099998,29662400,108.108572
2016-09-01T00:00:00.000Z,106.139999,106.800003,105.620003,106.730003,26701500,108.005000
2016-09-02T00:00:00.000Z,107.699997,108,106.82,107.730003,26802500,107.880000
2016-09-06T00:00:00.000Z,107.900002,108.300003,107.510002,107.699997,26880400,107.760000
2016-09-07T00:00:00.000Z,107.830002,108.760002,107.07,108.360001,42364300,107.698572
2016-09-08T00:00:00.000Z,107.25,107.269997,105.239998,105.519997,53002000,107.444286
2016-09-09T00:00:00.000Z,104.639999,105.720001,103.129997,103.129997,46557000,106.999285
2016-09-12T00:00:00.000Z,102.650002,105.720001,102.529999,105.440002,45292800,106.780000
2016-09-13T00:00:00.000Z,107.510002,108.790001,107.239998,107.949997,62176200,106.715714
2016-09-14T00:00:00.000Z,108.730003,113.029999,108.599998,111.769997,110888700,106.982857
2016-09-15T00:00:00.000Z,113.860001,115.730003,113.489998,115.57,89983600,107.554285
2016-09-16T00:00:00.000Z,115.120003,116.129997,114.040001,114.919998,79886900,108.124285
2016-09-19T00:00:00.000Z,115.190002,116.18,113.25,113.580002,47023000,108.607142
2016-09-20T00:00:00.000Z,113.050003,114.120003,112.510002,113.57,34514300,109.147857
2016-09-21T00:00:00.000Z,113.849998,113.989998,112.440002,113.550003,36003200,109.680000
2016-09-22T00:00:00.000Z,114.349998,114.940002,114,114.620003,31074000,110.243571
2016-09-23T00:00:00.000Z,114.419998,114.790001,111.550003,112.709999,52481200,110.599285
2016-09-26T00:00:00.000Z,111.639999,113.389999,111.550003,112.879997,29869400,110.969285
2016-09-27T00:00:00.000Z,113,113.18,112.339996,113.089996,24607400,111.307142
2016-09-28T00:00:00.000Z,113.690002,114.639999,113.43,113.949997,29641100,111.909285
2016-09-29T00:00:00.000Z,113.160004,113.800003,111.800003,112.18,35887000,112.555714
2016-09-30T00:00:00.000Z,112.459999,113.370003,111.800003,113.050003,36379100,113.099285
2016-10-03T00:00:00.000Z,112.709999,113.050003,112.279999,112.519997,21701800,113.425714
2016-10-04T00:00:00.000Z,113.059998,114.309998,112.629997,113,29736800,113.513571
2016-10-05T00:00:00.000Z,113.400002,113.660004,112.690002,113.050003,21453100,113.333571
2016-10-06T00:00:00.000Z,113.699997,114.339996,113.129997,113.889999,28779300,113.260000
2016-10-07T00:00:00.000Z,114.309998,114.559998,113.510002,114.059998,24358400,113.294285
2016-10-10T00:00:00.000Z,115.019997,116.75,114.720001,116.050003,36236000,113.471428
2016-10-11T00:00:00.000Z,117.699997,118.690002,116.199997,116.300003,64041000,113.667857
2016-10-12T00:00:00.000Z,117.349998,117.980003,116.75,117.339996,37586800,113.862142
2016-10-13T00:00:00.000Z,116.790001,117.440002,115.720001,116.980003,35192400,114.167143
2016-10-14T00:00:00.000Z,117.879997,118.169998,117.129997,117.629997,35652200,114.506428
2016-10-17T00:00:00.000Z,117.330002,117.839996,116.779999,117.550003,23624900,114.825000
2016-10-18T00:00:00.000Z,118.18,118.209999,117.449997,117.470001,24553500,115.076429
2016-10-19T00:00:00.000Z,117.25,117.760002,113.800003,117.120003,20034600,115.429286
2016-10-20T00:00:00.000Z,116.860001,117.379997,116.330002,117.059998,24125800,115.715715
2016-10-21T00:00:00.000Z,116.809998,116.910004,116.279999,116.599998,23192700,116.007143
2016-10-24T00:00:00.000Z,117.099998,117.739998,117,117.650002,23538700,116.339286
2016-10-25T00:00:00.000Z,117.949997,118.360001,117.309998,118.25,48129000,116.710715
2016-10-26T00:00:00.000Z,114.309998,115.699997,113.309998,115.589996,66134200,116.832143
2016-10-27T00:00:00.000Z,115.389999,115.860001,114.099998,114.480003,34562000,116.862143
2016-10-28T00:00:00.000Z,113.870003,115.209999,113.449997,113.720001,37861700,116.695715
2016-10-31T00:00:00.000Z,113.650002,114.230003,113.199997,113.540001,26419400,116.498572
2016-11-01T00:00:00.000Z,113.459999,113.769997,110.529999,111.489998,43825800,116.080715
2016-11-02T00:00:00.000Z,111.400002,112.349998,111.230003,111.589996,28331700,115.695714
2016-11-03T00:00:00.000Z,110.980003,111.459999,109.550003,109.830002,26932600,115.138572
2016-11-04T00:00:00.000Z,108.529999,110.25,108.110001,108.839996,30837000,114.516428
2016-11-07T00:00:00.000Z,110.080002,110.510002,109.459999,110.410004,32560000,114.012143
2016-11-08T00:00:00.000Z,110.309998,111.720001,109.699997,111.059998,24054500,113.579285
2016-11-09T00:00:00.000Z,109.879997,111.32,108.050003,110.879997,59176400,113.137857
2016-11-10T00:00:00.000Z,111.089996,111.089996,105.830002,107.790001,57134500,112.508571
2016-11-11T00:00:00.000Z,107.120003,108.870003,106.550003,108.43,34143900,111.849999
2016-11-14T00:00:00.000Z,107.709999,107.809998,104.080002,105.709999,51175500,110.954285
2016-11-15T00:00:00.000Z,106.57,107.68,106.160004,107.110001,32264500,110.348571
2016-11-16T00:00:00.000Z,106.699997,110.230003,106.599998,109.989998,58840500,110.027857
2016-11-17T00:00:00.000Z,109.809998,110.349998,108.830002,109.949997,27632000,109.758571
2016-11-18T00:00:00.000Z,109.720001,110.540001,109.660004,110.059998,28428900,109.509999
2016-11-21T00:00:00.000Z,110.120003,111.989998,110.010002,111.730003,29264600,109.527142
2016-11-22T00:00:00.000Z,111.949997,112.419998,111.400002,111.800003,25965500,109.542143
2016-11-23T00:00:00.000Z,111.360001,111.510002,110.330002,111.230003,27426400,109.642143
2016-11-25T00:00:00.000Z,111.129997,111.870003,110.949997,111.790001,11475900,109.852857
2016-11-28T00:00:00.000Z,111.43,112.470001,111.389999,111.57,27194000,109.935714
2016-11-29T00:00:00.000Z,110.779999,112.029999,110.07,111.459999,28528800,109.964286
2016-11-30T00:00:00.000Z,111.599998,112.199997,110.269997,110.519997,36162300,109.938571
2016-12-01T00:00:00.000Z,110.370003,110.940002,109.029999,109.489998,37086900,110.060000
2016-12-02T00:00:00.000Z,109.169998,110.089996,108.849998,109.900002,26528000,110.165000
2016-12-05T00:00:00.000Z,110,110.029999,108.25,109.110001,34324500,110.407857
2016-12-06T00:00:00.000Z,109.5,110.360001,109.190002,109.949997,26195500,110.610714
2016-12-07T00:00:00.000Z,109.260002,111.190002,109.160004,111.029999,29998700,110.685000
2016-12-08T00:00:00.000Z,110.860001,112.43,110.599998,112.120003,27068300,110.840000
2016-12-09T00:00:00.000Z,112.309998,114.699997,112.309998,113.949997,34402600,111.117857
