Trade #,Type,Signal,Date/Time,Price,Contracts,Profit,Profit %,Cum. Profit
304,Exit Long,Close Long,2016-04-29T00:00:00.000Z,93.7400,100,0.00,0.00,-0.00
305,Entry Long,Long,N/A,93.6400,100,0.00,0.00,-0.00
305,Exit Long,Close Long,2016-05-02T00:00:00.000Z,93.6400,100,0.00,0.00,-0.00
306,Entry Long,Long,N/A,95.1800,100,0.00,0.00,-0.00
306,Exit Long,Close Long,2016-05-03T00:00:00.000Z,95.1800,100,0.00,0.00,-0.00
307,Entry Long,Long,N/A,94.1900,100,0.00,0.00,-0.00
307,Exit Long,Close Long,2016-05-04T00:00:00.000Z,94.1900,100,0.00,0.00,-0.00
308,Entry Long,Long,N/A,93.2400,100,0.00,0.00,-0.00
308,Exit Long,Close Long,2016-05-05T00:00:00.000Z,93.2400,100,0.00,0.00,-0.00
309,Entry Long,Long,N/A,92.7200,100,0.00,0.00,-0.00
309,Exit Long,Close Long,2016-05-06T00:00:00.000Z,92.7200,100,0.00,0.00,-0.00
310,Entry Long,Long,N/A,92.7900,100,0.00,0.00,-0.00
310,Exit Long,Close Long,2016-05-09T00:00:00.000Z,92.7900,100,-0.00,-0.00,-0.00
311,Entry Long,Long,N/A,93.4200,100,0.00,0.00,-0.00
311,Exit Long,Close Long,2016-05-10T00:00:00.000Z,93.4200,100,-0.00,-0.00,-0.00
312,Entry Long,Long,N/A,92.5100,100,0.00,0.00,-0.00
312,Exit Long,Close Long,2016-05-11T00:00:00.000Z,92.5100,100,0.00,0.00,-0.00
313,Entry Long,Long,N/A,90.3400,100,0.00,0.00,-0.00
313,Exit Long,Close Long,2016-05-12T00:00:00.000Z,90.3400,100,0.00,0.00,-0.00
314,Entry Long,Long,N/A,90.5200,100,0.00,0.00,-0.00
314,Exit Long,Close Long,2016-05-13T00:00:00.000Z,90.5200,100,0.00,0.00,-0.00
315,Entry Long,Long,N/A,93.8800,100,0.00,0.00,-0.00
315,Exit Long,Close Long,2016-05-16T00:00:00.000Z,93.8800,100,0.00,0.00,-0.00
316,Entry Long,Long,N/A,93.4900,100,0.00,0.00,-0.00
316,Exit Long,Close Long,2016-05-17T00:00:00.000Z,93.4900,100,0.00,0.00,-0.00
317,Entry Long,Long,N/A,94.5600,100,0.00,0.00,-0.00
317,Exit Long,Close Long,2016-05-18T00:00:00.000Z,94.5600,100,0.00,0.00,-0.00
318,Entry Long,Long,N/A,94.2000,100,0.00,0.00,-0.00
318,Exit Long,Close Long,2016-05-19T00:00:00.000Z,94.2000,100,0.00,0.00,-0.00
319,Entry Long,Long,N/A,95.2200,100,0.00,0.00,-0.00
319,Exit Long,Close Long,2016-05-20T00:00:00.000Z,95.2200,100,0.00,0.00,-0.00
320,Entry Long,Long,N/A,96.4300,100,0.00,0.00,-0.00
320,Exit Long,Close Long,2016-05-23T00:00:00.000Z,96.4300,100,0.00,0.00,-0.00
321,Entry Long,Long,N/A,97.9000,100,0.00,0.00,-0.00
321,Exit Long,Close Long,2016-05-24T00:00:00.000Z,97.9000,100,0.00,0.00,-0.00
322,Entry Long,Long,N/A,99.6200,100,0.00,0.00,-0.00
322,Exit Long,Close Long,2016-05-25T00:00:00.000Z,99.6200,100,0.00,0.00,-0.00
323,Entry Long,Long,N/A,100.4100,100,0.00,0.00,-0.00
323,Exit Long,Close Long,2016-05-26T00:00:00.000Z,100.4100,100,-0.00,-0.00,-0.00
324,Entry Long,Long,N/A,100.3500,100,0.00,0.00,-0.00
324,Exit Long,Close Long,2016-05-27T00:00:00.000Z,100.3500,100,0.00,0.00,-0.00
325,Entry Long,Long,N/A,99.8600,100,0.00,0.00,-0.00
325,Exit Long,Close Long,2016-05-31T00:00:00.000Z,99.8600,100,0.00,0.00,-0.00
326,Entry Long,Long,N/A,98.4600,100,0.00,0.00,-0.00
326,Exit Long,Close Long,2016-06-01T00:00:00.000Z,98.4600,100,0.00,0.00,-0.00
327,Entry Long,Long,N/A,97.7200,100,0.00,0.00,-0.00
327,Exit Long,Close Long,2016-06-02T00:00:00.000Z,97.7200,100,0.00,0.00,-0.00
328,Entry Long,Long,N/A,97.9200,100,0.00,0.00,-0.00
328,Exit Long,Close Long,2016-06-03T00:00:00.000Z,97.9200,100,-0.00,-0.00,-0.00
329,Entry Long,Long,N/A,98.6300,100,0.00,0.00,-0.00
329,Exit Long,Close Long,2016-06-06T00:00:00.000Z,98.6300,100,0.00,0.00,-0.00
330,Entry Long,Long,N/A,99.0300,100,0.00,0.00,-0.00
330,Exit Long,Close Long,2016-06-07T00:00:00.000Z,99.0300,100,0.00,0.00,-0.00
331,Entry Long,Long,N/A,98.9400,100,0.00,0.00,-0.00
331,Exit Long,Close Long,2016-06-08T00:00:00.000Z,98.9400,100,0.00,0.00,-0.00
332,Entry Long,Long,N/A,99.6500,100,0.00,0.00,-0.00
332,Exit Long,Close Long,2016-06-09T00:00:00.000Z,99.6500,100,0.00,0.00,-0.00
333,Entry Long,Long,N/A,98.8300,100,0.00,0.00,-0.00
333,Exit Long,Close Long,2016-06-10T00:00:00.000Z,98.8300,100,0.00,0.00,-0.00
334,Entry Long,Long,N/A,97.3400,100,0.00,0.00,-0.00
334,Exit Long,Close Long,2016-06-13T00:00:00.000Z,97.3400,100,0.00,0.00,-0.00
335,Entry Long,Long,N/A,97.4600,100,0.00,0.00,-0.00
335,Exit Long,Close Long,2016-06-14T00:00:00.000Z,97.4600,100,0.00,0.00,-0.00
336,Entry Long,Long,N/A,97.1400,100,0.00,0.00,-0.00
336,Exit Long,Close Long,2016-06-15T00:00:00.000Z,97.1400,100,0.00,0.00,-0.00
337,Entry Long,Long,N/A,97.5500,100,0.00,0.00,-0.00
337,Exit Long,Close Long,2016-06-16T00:00:00.000Z,97.5500,100,0.00,0.00,-0.00
338,Entry Long,Long,N/A,95.3300,100,0.00,0.00,-0.00
338,Exit Long,Close Long,2016-06-17T00:00:00.000Z,95.3300,100,0.00,0.00,-0.00
339,Entry Long,Long,N/A,95.1000,100,0.00,0.00,-0.00
339,Exit Long,Close Long,2016-06-20T00:00:00.000Z,95.1000,100,0.00,0.00,-0.00
340,Entry Long,Long,N/A,95.9100,100,0.00,0.00,-0.00
340,Exit Long,Close Long,2016-06-21T00:00:00.000Z,95.9100,100,-0.00,-0.00,-0.00
341,Entry Long,Long,N/A,95.5500,100,0.00,0.00,-0.00
341,Exit Long,Close Long,2016-06-22T00:00:00.000Z,95.5500,100,0.00,0.00,-0.00
342,Entry Long,Long,N/A,96.1000,100,0.00,0.00,-0.00
342,Exit Long,Close Long,2016-06-23T00:00:00.000Z,96.1000,100,0.00,0.00,-0.00
343,Entry Long,Long,N/A,93.4000,100,0.00,0.00,-0.00
343,Exit Long,Close Long,2016-06-24T00:00:00.000Z,93.4000,100,0.00,0.00,-0.00
344,Entry Long,Long,N/A,92.0400,100,0.00,0.00,-0.00
344,Exit Long,Close Long,2016-06-27T00:00:00.000Z,92.0400,100,-0.00,-0.00,-0.00
345,Entry Long,Long,N/A,93.5900,100,0.00,0.00,-0.00
345,Exit Long,Close Long,2016-06-28T00:00:00.000Z,93.5900,100,0.00,0.00,-0.00
346,Entry Long,Long,N/A,94.4000,100,0.00,0.00,-0.00
346,Exit Long,Close Long,2016-06-29T00:00:00.000Z,94.4000,100,0.00,0.00,-0.00
347,Entry Long,Long,N/A,95.6000,100,0.00,0.00,-0.00
347,Exit Long,Close Long,2016-06-30T00:00:00.000Z,95.6000,100,0.00,0.00,-0.00
348,Entry Long,Long,N/A,95.8900,100,0.00,0.00,-0.00
348,Exit Long,Close Long,2016-07-01T00:00:00.000Z,95.8900,100,0.00,0.00,-0.00
349,Entry Long,Long,N/A,94.9900,100,0.00,0.00,-0.00
349,Exit Long,Close Long,2016-07-05T00:00:00.000Z,94.9900,100,0.00,0.00,-0.00
350,Entry Long,Long,N/A,95.5300,100,0.00,0.00,-0.00
350,Exit Long,Close Long,2016-07-06T00:00:00.000Z,95.5300,100,0.00,0.00,-0.00
351,Entry Long,Long,N/A,95.9400,100,0.00,0.00,-0.00
351,Exit Long,Close Long,2016-07-07T00:00:00.000Z,95.9400,100,0.00,0.00,-0.00
352,Entry Long,Long,N/A,96.6800,100,0.00,0.00,-0.00
352,Exit Long,Close Long,2016-07-08T00:00:00.000Z,96.6800,100,0.00,0.00,-0.00
353,Entry Long,Long,N/A,96.9800,100,0.00,0.00,-0.00
353,Exit Long,Close Long,2016-07-11T00:00:00.000Z,96.9800,100,0.00,0.00,-0.00
354,Entry Long,Long,N/A,97.4200,100,0.00,0.00,-0.00
354,Exit Long,Close Long,2016-07-12T00:00:00.000Z,97.4200,100,-0.00,-0.00,-0.00
355,Entry Long,Long,N/A,96.8700,100,0.00,0.00,-0.00
355,Exit Long,Close Long,2016-07-13T00:00:00.000Z,96.8700,100,0.00,0.00,-0.00
356,Entry Long,Long,N/A,98.7900,100,0.00,0.00,-0.00
356,Exit Long,Close Long,2016-07-14T00:00:00.000Z,98.7900,100,-0.00,-0.00,-0.00
357,Entry Long,Long,N/A,98.7800,100,0.00,0.00,-0.00
357,Exit Long,Close Long,2016-07-15T00:00:00.000Z,98.7800,100,0.00,0.00,-0.00
358,Entry Long,Long,N/A,99.8300,100,0.00,0.00,-0.00
358,Exit Long,Close Long,2016-07-18T00:00:00.000Z,99.8300,100,0.00,0.00,-0.00
359,Entry Long,Long,N/A,99.8700,100,0.00,0.00,-0.00
359,Exit Long,Close Long,2016-07-19T00:00:00.000Z,99.8700,100,0.00,0.00,-0.00
360,Entry Long,Long,N/A,99.9600,100,0.00,0.00,-0.00
360,Exit Long,Close Long,2016-07-20T00:00:00.000Z,99.9600,100,0.00,0.00,-0.00
361,Entry Long,Long,N/A,99.4300,100,0.00,0.00,-0.00
361,Exit Long,Close Long,2016-07-21T00:00:00.000Z,99.4300,100,0.00,0.00,-0.00
362,Entry Long,Long,N/A,98.6600,100,0.00,0.00,-0.00
362,Exit Long,Close Long,2016-07-22T00:00:00.000Z,98.6600,100,-0.00,-0.00,-0.00
363,Entry Long,Long,N/A,97.3400,100,0.00,0.00,-0.00
363,Exit Long,Close Long,2016-07-25T00:00:00.000Z,97.3400,100,0.00,0.00,-0.00
364,Entry Long,Long,N/A,96.6700,100,0.00,0.00,-0.00
364,Exit Long,Close Long,2016-07-26T00:00:00.000Z,96.6700,100,-0.00,-0.00,-0.00
365,Entry Long,Long,N/A,102.9500,100,0.00,0.00,-0.00
365,Exit Long,Close Long,2016-07-27T00:00:00.000Z,102.9500,100,0.00,0.00,-0.00
366,Entry Long,Long,N/A,104.3400,100,0.00,0.00,-0.00
366,Exit Long,Close Long,2016-07-28T00:00:00.000Z,104.3400,100,0.00,0.00,-0.00
367,Entry Long,Long,N/A,104.2100,100,0.00,0.00,-0.00
367,Exit Long,Close Long,2016-07-29T00:00:00.000Z,104.2100,100,0.00,0.00,-0.00
368,Entry Long,Long,N/A,106.0500,100,0.00,0.00,-0.00
368,Exit Long,Close Long,2016-08-01T00:00:00.000Z,106.0500,100,0.00,0.00,-0.00
369,Entry Long,Long,N/A,104.4800,100,0.00,0.00,-0.00
369,Exit Long,Close Long,2016-08-02T00:00:00.000Z,104.4800,100,0.00,0.00,-0.00
370,Entry Long,Long,N/A,105.7900,100,0.00,0.00,-0.00
370,Exit Long,Close Long,2016-08-03T00:00:00.000Z,105.7900,100,-0.00,-0.00,-0.00
371,Entry Long,Long,N/A,105.8700,100,0.00,0.00,-0.00
371,Exit Long,Close Long,2016-08-04T00:00:00.000Z,105.8700,100,0.00,0.00,-0.00
372,Entry Long,Long,N/A,107.4800,100,0.00,0.00,-0.00
372,Exit Long,Close Long,2016-08-05T00:00:00.000Z,107.4800,100,0.00,0.00,-0.00
373,Entry Long,Long,N/A,108.3700,100,0.00,0.00,-0.00
373,Exit Long,Close Long,2016-08-08T00:00:00.000Z,108.3700,100,0.00,0.00,-0.00
374,Entry Long,Long,N/A,108.8100,100,0.00,0.00,-0.00
374,Exit Long,Close Long,2016-08-09T00:00:00.000Z,108.8100,100,0.00,0.00,-0.00
375,Entry Long,Long,N/A,108.0000,100,0.00,0.00,-0.00
375,Exit Long,Close Long,2016-08-10T00:00:00.000Z,108.0000,100,0.00,0.00,-0.00
376,Entry Long,Long,N/A,107.9300,100,0.00,0.00,-0.00
376,Exit Long,Close Long,2016-08-11T00:00:00.000Z,107.9300,100,0.00,0.00,-0.00
377,Entry Long,Long,N/A,108.1800,100,0.00,0.00,-0.00
377,Exit Long,Close Long,2016-08-12T00:00:00.000Z,108.1800,100,0.00,0.00,-0.00
378,Entry Long,Long,N/A,109.4800,100,0.00,0.00,-0.00
378,Exit Long,Close Long,2016-08-15T00:00:00.000Z,109.4800,100,0.00,0.00,-0.00
379,Entry Long,Long,N/A,109.3800,100,0.00,0.00,-0.00
379,Exit Long,Close Long,2016-08-16T00:00:00.000Z,109.3800,100,0.00,0.00,-0.00
380,Entry Long,Long,N/A,109.2200,100,0.00,0.00,-0.00
380,Exit Long,Close Long,2016-08-17T00:00:00.000Z,109.2200,100,0.00,0.00,-0.00
381,Entry Long,Long,N/A,109.0800,100,0.00,0.00,-0.00
381,Exit Long,Close Long,2016-08-18T00:00:00.000Z,109.0800,100,0.00,0.00,-0.00
382,Entry Long,Long,N/A,109.3600,100,0.00,0.00,-0.00
382,Exit Long,Close Long,2016-08-19T00:00:00.000Z,109.3600,100,0.00,0.00,-0.00
383,Entry Long,Long,N/A,108.5100,100,0.00,0.00,-0.00
383,Exit Long,Close Long,2016-08-22T00:00:00.000Z,108.5100,100,0.00,0.00,-0.00
384,Entry Long,Long,N/A,108.8500,100,0.00,0.00,-0.00
384,Exit Long,Close Long,2016-08-23T00:00:00.000Z,108.8500,100,0.00,0.00,-0.00
385,Entry Long,Long,N/A,108.0300,100,0.00,0.00,-0.00
385,Exit Long,Close Long,2016-08-24T00:00:00.000Z,108.0300,100,0.00,0.00,-0.00
386,Entry Long,Long,N/A,107.5700,100,0.00,0.00,-0.00
386,Exit Long,Close Long,2016-08-25T00:00:00.000Z,107.5700,100,0.00,0.00,-0.00
387,Entry Long,Long,N/A,106.9400,100,0.00,0.00,-0.00
387,Exit Long,Close Long,2016-08-26T00:00:00.000Z,106.9400,100,0.00,0.00,-0.00
388,Entry Long,Long,N/A,106.8200,100,0.00,0.00,-0.00
388,Exit Long,Close Long,2016-08-29T00:00:00.000Z,106.8200,100,0.00,0.00,-0.00
389,Entry Long,Long,N/A,106.0000,100,0.00,0.00,-0.00
389,Exit Long,Close Long,2016-08-30T00:00:00.000Z,106.0000,100,0.00,0.00,-0.00
390,Entry Long,Long,N/A,106.1000,100,0.00,0.00,-0.00
390,Exit Long,Close Long,2016-08-31T00:00:00.000Z,106.1000,100,0.00,0.00,-0.00
391,Entry Long,Long,N/A,106.7300,100,0.00,0.00,-0.00
391,Exit Long,Close Long,2016-09-01T00:00:00.000Z,106.7300,100,0.00,0.00,-0.00
392,Entry Long,Long,N/A,107.7300,100,0.00,0.00,-0.00
392,Exit Long,Close Long,2016-09-02T00:00:00.000Z,107.7300,100,0.00,0.00,-0.00
393,Entry Long,Long,N/A,107.7000,100,0.00,0.00,-0.00
393,Exit Long,Close Long,2016-09-06T00:00:00.000Z,107.7000,100,0.00,0.00,-0.00
394,Entry Long,Long,N/A,108.3600,100,0.00,0.00,-0.00
394,Exit Long,Close Long,2016-09-07T00:00:00.000Z,108.3600,100,0.00,0.00,-0.00
395,Entry Long,Long,N/A,105.5200,100,0.00,0.00,-0.00
395,Exit Long,Close Long,2016-09-08T00:00:00.000Z,105.5200,100,0.00,0.00,-0.00
396,Entry Long,Long,N/A,103.1300,100,0.00,0.00,-0.00
396,Exit Long,Close Long,2016-09-09T00:00:00.000Z,103.1300,100,0.00,0.00,-0.00
397,Entry Long,Long,N/A,105.4400,100,0.00,0.00,-0.00
397,Exit Long,Close Long,2016-09-12T00:00:00.000Z,105.4400,100,0.00,0.00,-0.00
398,Entry Long,Long,N/A,107.9500,100,0.00,0.00,-0.00
398,Exit Long,Close Long,2016-09-13T00:00:00.000Z,107.9500,100,0.00,0.00,-0.00
399,Entry Long,Long,N/A,111.7700,100,0.00,0.00,-0.00
399,Exit Long,Close Long,2016-09-14T00:00:00.000Z,111.7700,100,0.00,0.00,-0.00
400,Entry Long,Long,N/A,115.5700,100,0.00,0.00,-0.00
400,Exit Long,Close Long,2016-09-15T00:00:00.000Z,115.5700,100,0.00,0.00,-0.00
401,Entry Long,Long,N/A,114.9200,100,0.00,0.00,-0.00
401,Exit Long,Close Long,2016-09-16T00:00:00.000Z,114.9200,100,-0.00,-0.00,-0.00
402,Entry Long,Long,N/A,113.5800,100,0.00,0.00,-0.00
402,Exit Long,Close Long,2016-09-19T00:00:00.000Z,113.5800,100,0.00,0.00,-0.00
403,Entry Long,Long,N/A,113.5700,100,0.00,0.00,-0.00
403,Exit Long,Close Long,2016-09-20T00:00:00.000Z,113.5700,100,0.00,0.00,-0.00
404,Entry Long,Long,N/A,113.5500,100,0.00,0.00,-0.00
404,Exit Long,Close Long,2016-09-21T00:00:00.000Z,113.5500,100,0.00,0.00,-0.00
405,Entry Long,Long,N/A,114.6200,100,0.00,0.00,-0.00
405,Exit Long,Close Long,2016-09-22T00:00:00.000Z,114.6200,100,0.00,0.00,-0.00
406,Entry Long,Long,N/A,112.7100,100,0.00,0.00,-0.00
406,Exit Long,Close Long,2016-09-23T00:00:00.000Z,112.7100,100,0.00,0.00,-0.00
407,Entry Long,Long,N/A,112.8800,100,0.00,0.00,-0.00
407,Exit Long,Close Long,2016-09-26T00:00:00.000Z,112.8800,100,0.00,0.00,-0.00
408,Entry Long,Long,N/A,113.0900,100,0.00,0.00,-0.00
408,Exit Long,Close Long,2016-09-27T00:00:00.000Z,113.0900,100,0.00,0.00,-0.00
409,Entry Long,Long,N/A,113.9500,100,0.00,0.00,-0.00
409,Exit Long,Close Long,2016-09-28T00:00:00.000Z,113.9500,100,0.00,0.00,-0.00
410,Entry Long,Long,N/A,112.1800,100,0.00,0.00,-0.00
410,Exit Long,Close Long,2016-09-29T00:00:00.000Z,112.1800,100,0.00,0.00,-0.00
411,Entry Long,Long,N/A,113.0500,100,0.00,0.00,-0.00
411,Exit Long,Close Long,2016-09-30T00:00:00.000Z,113.0500,100,0.00,0.00,-0.00
412,Entry Long,Long,N/A,112.5200,100,0.00,0.00,-0.00
412,Exit Long,Close Long,2016-10-03T00:00:00.000Z,112.5200,100,0.00,0.00,-0.00
413,Entry Long,Long,N/A,113.0000,100,0.00,0.00,-0.00
413,Exit Long,Close Long,2016-10-04T00:00:00.000Z,113.0000,100,0.00,0.00,-0.00
414,Entry Long,Long,N/A,113.0500,100,0.00,0.00,-0.00
414,Exit Long,Close Long,2016-10-05T00:00:00.000Z,113.0500,100,0.00,0.00,-0.00
415,Entry Long,Long,N/A,113.8900,100,0.00,0.00,-0.00
415,Exit Long,Close Long,2016-10-06T00:00:00.000Z,113.8900,100,0.00,0.00,-0.00
416,Entry Long,Long,N/A,114.0600,100,0.00,0.00,-0.00
416,Exit Long,Close Long,2016-10-07T00:00:00.000Z,114.0600,100,0.00,0.00,-0.00
417,Entry Long,Long,N/A,116.0500,100,0.00,0.00,-0.00
417,Exit Long,Close Long,2016-10-10T00:00:00.000Z,116.0500,100,0.00,0.00,-0.00
418,Entry Long,Long,N/A,116.3000,100,0.00,0.00,-0.00
418,Exit Long,Close Long,2016-10-11T00:00:00.000Z,116.3000,100,0.00,0.00,-0.00
419,Entry Long,Long,N/A,117.3400,100,0.00,0.00,-0.00
419,Exit Long,Close Long,2016-10-12T00:00:00.000Z,117.3400,100,0.00,0.00,-0.00
420,Entry Long,Long,N/A,116.9800,100,0.00,0.00,-0.00
420,Exit Long,Close Long,2016-10-13T00:00:00.000Z,116.9800,100,0.00,0.00,-0.00
421,Entry Long,Long,N/A,117.6300,100,0.00,0.00,-0.00
421,Exit Long,Close Long,2016-10-14T00:00:00.000Z,117.6300,100,0.00,0.00,-0.00
422,Entry Long,Long,N/A,117.5500,100,0.00,0.00,-0.00
422,Exit Long,Close Long,2016-10-17T00:00:00.000Z,117.5500,100,0.00,0.00,-0.00
423,Entry Long,Long,N/A,117.4700,100,0.00,0.00,-0.00
423,Exit Long,Close Long,2016-10-18T00:00:00.000Z,117.4700,100,0.00,0.00,-0.00
424,Entry Long,Long,N/A,117.1200,100,0.00,0.00,-0.00
424,Exit Long,Close Long,2016-10-19T00:00:00.000Z,117.1200,100,0.00,0.00,-0.00
425,Entry Long,Long,N/A,117.0600,100,0.00,0.00,-0.00
425,Exit Long,Close Long,2016-10-20T00:00:00.000Z,117.0600,100,0.00,0.00,-0.00
426,Entry Long,Long,N/A,116.6000,100,0.00,0.00,-0.00
426,Exit Long,Close Long,2016-10-21T00:00:00.000Z,116.6000,100,0.00,0.00,-0.00
427,Entry Long,Long,N/A,117.6500,100,0.00,0.00,-0.00
427,Exit Long,Close Long,2016-10-24T00:00:00.000Z,117.6500,100,0.00,0.00,-0.00
428,Entry Long,Long,N/A,118.2500,100,0.00,0.00,-0.00
428,Exit Long,Close Long,2016-10-25T00:00:00.000Z,118.2500,100,0.00,0.00,-0.00
429,Entry Long,Long,N/A,115.5900,100,0.00,0.00,-0.00
429,Exit Long,Close Long,2016-10-26T00:00:00.000Z,115.5900,100,0.00,0.00,-0.00
430,Entry Long,Long,N/A,114.4800,100,0.00,0.00,-0.00
430,Exit Long,Close Long,2016-10-27T00:00:00.000Z,114.4800,100,0.00,0.00,-0.00
431,Entry Long,Long,N/A,113.7200,100,0.00,0.00,-0.00
431,Exit Long,Close Long,2016-10-28T00:00:00.000Z,113.7200,100,0.00,0.00,-0.00
432,Entry Long,Long,N/A,113.5400,100,0.00,0.00,-0.00
432,Exit Long,Close Long,2016-10-31T00:00:00.000Z,113.5400,100,-0.00,-0.00,-0.00
433,Entry Long,Long,N/A,111.4900,100,0.00,0.00,-0.00
433,Exit Long,Close Long,2016-11-01T00:00:00.000Z,111.4900,100,0.00,0.00,-0.00
434,Entry Long,Long,N/A,111.5900,100,0.00,0.00,-0.00
434,Exit Long,Close Long,2016-11-02T00:00:00.000Z,111.5900,100,0.00,0.00,-0.00
435,Entry Long,Long,N/A,109.8300,100,0.00,0.00,-0.00
435,Exit Long,Close Long,2016-11-03T00:00:00.000Z,109.8300,100,0.00,0.00,-0.00
436,Entry Long,Long,N/A,108.8400,100,0.00,0.00,-0.00
436,Exit Long,Close Long,2016-11-04T00:00:00.000Z,108.8400,100,0.00,0.00,-0.00
437,Entry Long,Long,N/A,110.4100,100,0.00,0.00,-0.00
437,Exit Long,Close Long,2016-11-07T00:00:00.000Z,110.4100,100,-0.00,-0.00,-0.00
438,Entry Long,Long,N/A,111.0600,100,0.00,0.00,-0.00
438,Exit Long,Close Long,2016-11-08T00:00:00.000Z,111.0600,100,0.00,0.00,-0.00
439,Entry Long,Long,N/A,110.8800,100,0.00,0.00,-0.00
439,Exit Long,Close Long,2016-11-09T00:00:00.000Z,110.8800,100,0.00,0.00,-0.00
440,Entry Long,Long,N/A,107.7900,100,0.00,0.00,-0.00
440,Exit Long,Close Long,2016-11-10T00:00:00.000Z,107.7900,100,-0.00,-0.00,-0.00
441,Entry Long,Long,N/A,108.4300,100,0.00,0.00,-0.00
441,Exit Long,Close Long,2016-11-11T00:00:00.000Z,108.4300,100,0.00,0.00,-0.00
442,Entry Long,Long,N/A,105.7100,100,0.00,0.00,-0.00
442,Exit Long,Close Long,2016-11-14T00:00:00.000Z,105.7100,100,0.00,0.00,-0.00
443,Entry Long,Long,N/A,107.1100,100,0.00,0.00,-0.00
443,Exit Long,Close Long,2016-11-15T00:00:00.000Z,107.1100,100,0.00,0.00,-0.00
444,Entry Long,Long,N/A,109.9900,100,0.00,0.00,-0.00
444,Exit Long,Close Long,2016-11-16T00:00:00.000Z,109.9900,100,0.00,0.00,-0.00
445,Entry Long,Long,N/A,109.9500,100,0.00,0.00,-0.00
445,Exit Long,Close Long,2016-11-17T00:00:00.000Z,109.9500,100,0.00,0.00,-0.00
446,Entry Long,Long,N/A,110.0600,100,0.00,0.00,-0.00
446,Exit Long,Close Long,2016-11-18T00:00:00.000Z,110.0600,100,0.00,0.00,-0.00
447,Entry Long,Long,N/A,111.7300,100,0.00,0.00,-0.00
447,Exit Long,Close Long,2016-11-21T00:00:00.000Z,111.7300,100,0.00,0.00,-0.00
448,Entry Long,Long,N/A,111.8000,100,0.00,0.00,-0.00
448,Exit Long,Close Long,2016-11-22T00:00:00.000Z,111.8000,100,0.00,0.00,-0.00
449,Entry Long,Long,N/A,111.2300,100,0.00,0.00,-0.00
449,Exit Long,Close Long,2016-11-23T00:00:00.000Z,111.2300,100,0.00,0.00,-0.00
450,Entry Long,Long,N/A,111.7900,100,0.00,0.00,-0.00
450,Exit Long,Close Long,2016-11-25T00:00:00.000Z,111.7900,100,-0.00,-0.00,-0.00
451,Entry Long,Long,N/A,111.5700,100,0.00,0.00,-0.00
451,Exit Long,Close Long,2016-11-28T00:00:00.000Z,111.5700,100,0.00,0.00,-0.00
452,Entry Long,Long,N/A,111.4600,100,0.00,0.00,-0.00
452,Exit Long,Close Long,2016-11-29T00:00:00.000Z,111.4600,100,0.00,0.00,-0.00
453,Entry Long,Long,N/A,110.5200,100,0.00,0.00,-0.00
453,Exit Long,Close Long,2016-11-30T00:00:00.000Z,110.5200,100,0.00,0.00,-0.00
454,Entry Long,Long,N/A,109.4900,100,0.00,0.00,-0.00
454,Exit Long,Close Long,2016-12-01T00:00:00.000Z,109.4900,100,0.00,0.00,-0.00
455,Entry Long,Long,N/A,109.9000,100,0.00,0.00,-0.00
455,Exit Long,Close Long,2016-12-02T00:00:00.000Z,109.9000,100,0.00,0.00,-0.00
456,Entry Long,Long,N/A,109.1100,100,0.00,0.00,-0.00
456,Exit Long,Close Long,2016-12-05T00:00:00.000Z,109.1100,100,0.00,0.00,-0.00
457,Entry Long,Long,N/A,109.9500,100,0.00,0.00,-0.00
457,Exit Long,Close Long,2016-12-06T00:00:00.000Z,109.9500,100,0.00,0.00,-0.00
458,Entry Long,Long,N/A,111.0300,100,0.00,0.00,-0.00
458,Exit Long,Close Long,2016-12-07T00:00:00.000Z,111.0300,100,0.00,0.00,-0.00
459,Entry Long,Long,N/A,112.1200,100,0.00,0.00,-0.00
459,Exit Long,Close Long,2016-12-08T00:00:00.000Z,112.1200,100,0.00,0.00,-0.00
460,Entry Long,Long,N/A,113.9500,100,0.00,0.00,-0.00
460,Exit Long,Close Long,2016-12-09T00:00:00.000Z,113.9500,100,0.00,0.00,-0.00
461,Entry Long,Long,N/A,113.3000,100,0.00,0.00,-0.00
461,Exit Long,Close Long,2016-12-12T00:00:00.000Z,113.3000,100,0.00,0.00,-0.00
462,Entry Long,Long,N/A,115.1900,100,0.00,0.00,-0.00
462,Exit Long,Close Long,2016-12-13T00:00:00.000Z,115.1900,100,0.00,0.00,-0.00
463,Entry Long,Long,N/A,115.1900,100,0.00,0.00,-0.00
463,Exit Long,Close Long,2016-12-14T00:00:00.000Z,115.1900,100,0.00,0.00,-0.00
464,Entry Long,Long,N/A,115.8200,100,0.00,0.00,-0.00
464,Exit Long,Close Long,2016-12-15T00:00:00.000Z,115.8200,100,0.00,0.00,-0.00
465,Entry Long,Long,N/A,115.9700,100,0.00,0.00,-0.00
465,Exit Long,Close Long,2016-12-16T00:00:00.000Z,115.9700,100,0.00,0.00,-0.00
466,Entry Long,Long,N/A,116.6400,100,0.00,0.00,-0.00
466,Exit Long,Close Long,2016-12-19T00:00:00.000Z,116.6400,100,0.00,0.00,-0.00
467,Entry Long,Long,N/A,116.9500,100,0.00,0.00,-0.00
467,Exit Long,Close Long,2016-12-20T00:00:00.000Z,116.9500,100,0.00,0.00,-0.00
