Trade #,Type,Signal,Date/Time,Price,Contracts,Profit,Profit %,Cum. Profit
468,Entry Long,Long,N/A,117.0600,100,0.00,0.00,-0.00
468,Exit Long,Close Long,2016-12-21T00:00:00.000Z,117.0600,100,0.00,0.00,-0.00
469,Entry Long,Long,N/A,116.2900,100,0.00,0.00,-0.00
469,Exit Long,Close Long,2016-12-22T00:00:00.000Z,116.2900,100,-0.00,-0.00,-0.00
470,Entry Long,Long,N/A,116.5200,100,0.00,0.00,-0.00
470,Exit Long,Close Long,2016-12-23T00:00:00.000Z,116.5200,100,0.00,0.00,-0.00
471,Entry Long,Long,N/A,117.2600,100,0.00,0.00,-0.00
471,Exit Long,Close Long,2016-12-27T00:00:00.000Z,117.2600,100,0.00,0.00,-0.00
472,Entry Long,Long,N/A,116.7600,100,0.00,0.00,-0.00
472,Exit Long,Close Long,2016-12-28T00:00:00.000Z,116.7600,100,0.00,0.00,-0.00
473,Entry Long,Long,N/A,116.7300,100,0.00,0.00,-0.00
473,Exit Long,Close Long,2016-12-29T00:00:00.000Z,116.7300,100,0.00,0.00,-0.00
474,Entry Long,Long,N/A,115.8200,100,0.00,0.00,-0.00
474,Exit Long,Close Long,2016-12-30T00:00:00.000Z,115.8200,100,0.00,0.00,-0.00
475,Entry Long,Long,N/A,116.1500,100,0.00,0.00,-0.00
475,Exit Long,Close Long,2017-01-03T00:00:00.000Z,116.1500,100,0.00,0.00,-0.00
476,Entry Long,Long,N/A,116.0200,100,0.00,0.00,-0.00
476,Exit Long,Close Long,2017-01-04T00:00:00.000Z,116.0200,100,0.00,0.00,-0.00
477,Entry Long,Long,N/A,116.6100,100,0.00,0.00,-0.00
477,Exit Long,Close Long,2017-01-05T00:00:00.000Z,116.6100,100,0.00,0.00,-0.00
478,Entry Long,Long,N/A,117.9100,100,0.00,0.00,-0.00
478,Exit Long,Close Long,2017-01-06T00:00:00.000Z,117.9100,100,-0.00,-0.00,-0.00
479,Entry Long,Long,N/A,118.9900,100,0.00,0.00,-0.00
479,Exit Long,Close Long,2017-01-09T00:00:00.000Z,118.9900,100,0.00,0.00,-0.00
480,Entry Long,Long,N/A,119.1100,100,0.00,0.00,-0.00
480,Exit Long,Close Long,2017-01-10T00:00:00.000Z,119.1100,100,0.00,0.00,-0.00
481,Entry Long,Long,N/A,119.7500,100,0.00,0.00,-0.00
481,Exit Long,Close Long,2017-01-11T00:00:00.000Z,119.7500,100,0.00,0.00,-0.00
482,Entry Long,Long,N/A,119.2500,100,0.00,0.00,-0.00
482,Exit Long,Close Long,2017-01-12T00:00:00.000Z,119.2500,100,0.00,0.00,-0.00
483,Entry Long,Long,N/A,119.0400,100,0.00,0.00,-0.00
483,Exit Long,Close Long,2017-01-13T00:00:00.000Z,119.0400,100,-0.00,-0.00,-0.00
484,Entry Long,Long,N/A,120.0000,100,0.00,0.00,-0.00
484,Exit Long,Close Long,2017-01-17T00:00:00.000Z,120.0000,100,0.00,0.00,-0.00
485,Entry Long,Long,N/A,119.9900,100,0.00,0.00,-0.00
485,Exit Long,Close Long,2017-01-18T00:00:00.000Z,119.9900,100,0.00,0.00,-0.00
486,Entry Long,Long,N/A,119.7800,100,0.00,0.00,-0.00
486,Exit Long,Close Long,2017-01-19T00:00:00.000Z,119.7800,100,0.00,0.00,-0.00
487,Entry Long,Long,N/A,120.0000,100,0.00,0.00,-0.00
487,Exit Long,Close Long,2017-01-20T00:00:00.000Z,120.0000,100,0.00,0.00,-0.00
488,Entry Long,Long,N/A,120.0800,100,0.00,0.00,-0.00
488,Exit Long,Close Long,2017-01-23T00:00:00.000Z,120.0800,100,0.00,0.00,-0.00
489,Entry Long,Long,N/A,119.9700,100,0.00,0.00,-0.00
489,Exit Long,Close Long,2017-01-24T00:00:00.000Z,119.9700,100,0.00,0.00,-0.00
490,Entry Long,Long,N/A,121.8800,100,0.00,0.00,-0.00
490,Exit Long,Close Long,2017-01-25T00:00:00.000Z,121.8800,100,0.00,0.00,-0.00
491,Entry Long,Long,N/A,121.9400,100,0.00,0.00,-0.00
491,Exit Long,Close Long,2017-01-26T00:00:00.000Z,121.9400,100,0.00,0.00,-0.00
492,Entry Long,Long,N/A,121.9500,100,0.00,0.00,-0.00
492,Exit Long,Close Long,2017-01-27T00:00:00.000Z,121.9500,100,0.00,0.00,-0.00
493,Entry Long,Long,N/A,121.6300,100,0.00,0.00,-0.00
493,Exit Long,Close Long,2017-01-30T00:00:00.000Z,121.6300,100,0.00,0.00,-0.00
494,Entry Long,Long,N/A,121.3500,100,0.00,0.00,-0.00
494,Exit Long,Close Long,2017-01-31T00:00:00.000Z,121.3500,100,0.00,0.00,-0.00
495,Entry Long,Long,N/A,128.7500,100,0.00,0.00,-0.00
495,Exit Long,Close Long,2017-02-01T00:00:00.000Z,128.7500,100,0.00,0.00,-0.00
496,Entry Long,Long,N/A,128.5300,100,0.00,0.00,-0.00
496,Exit Long,Close Long,2017-02-02T00:00:00.000Z,128.5300,100,0.00,0.00,-0.00
497,Entry Long,Long,N/A,129.0800,100,0.00,0.00,-0.00
497,Exit Long,Close Long,2017-02-03T00:00:00.000Z,129.0800,100,0.00,0.00,-0.00
498,Entry Long,Long,N/A,130.2900,100,0.00,0.00,-0.00
498,Exit Long,Close Long,2017-02-06T00:00:00.000Z,130.2900,100,0.00,0.00,-0.00
499,Entry Long,Long,N/A,131.5300,100,0.00,0.00,-0.00
499,Exit Long,Close Long,2017-02-07T00:00:00.000Z,131.5300,100,0.00,0.00,-0.00
500,Entry Long,Long,N/A,132.0400,100,0.00,0.00,-0.00
500,Exit Long,Close Long,2017-02-08T00:00:00.000Z,132.0400,100,0.00,0.00,-0.00
501,Entry Long,Long,N/A,132.4200,100,0.00,0.00,-0.00
501,Exit Long,Close Long,2017-02-09T00:00:00.000Z,132.4200,100,0.00,0.00,-0.00
502,Entry Long,Long,N/A,132.1200,100,0.00,0.00,-0.00
502,Exit Long,Close Long,2017-02-10T00:00:00.000Z,132.1200,100,0.00,0.00,-0.00
503,Entry Long,Long,N/A,133.2900,100,0.00,0.00,-0.00
503,Exit Long,Close Long,2017-02-13T00:00:00.000Z,133.2900,100,0.00,0.00,-0.00
504,Entry Long,Long,N/A,135.0200,100,0.00,0.00,-0.00
504,Exit Long,Close Long,2017-02-14T00:00:00.000Z,135.0200,100,0.00,0.00,-0.00
505,Entry Long,Long,N/A,135.5100,100,0.00,0.00,-0.00
505,Exit Long,Close Long,2017-02-15T00:00:00.000Z,135.5100,100,0.00,0.00,-0.00
506,Entry Long,Long,N/A,135.3500,100,0.00,0.00,-0.00
506,Exit Long,Close Long,2017-02-16T00:00:00.000Z,135.3500,100,0.00,0.00,-0.00
