Date,Message
2026-06-01T05:30:00.000+05:30,"OPSHEAD|time,open,high,low,close,volume,macd_line,macd_signal,macd_hist,bb_mid,bb_upper,bb_lower,tsi_25_13,triple_ema_9,sma_of_ema_10,ema_of_sma_10,rsi_of_ema_10"
2026-06-14T18:15:00.000+05:30,"OPS|1781441100000,64329,64345.99,64269.84,64297.47,4.2494271,-0.804013853,23.5045267994,-24.3085406524,64466.8924999998,64637.8592292177,64295.9257707819,0.0009878573,64467.2531911996,64490.1942705045,64490.1942705047,47.5777315536"
2026-06-14T18:30:00.000+05:30,"OPS|1781442000000,64297.48,64357.53,64277.17,64332.33,1.64996481,-9.2954805376,16.944525332,-26.2400058696,64463.1939999998,64642.2527332655,64284.1352667341,-0.020014009,64465.9625155471,64483.2542213219,64483.254221322,43.5712114438"
2026-06-14T18:45:00.000+05:30,"OPS|1781442900000,64332.34,64367,64247.86,64254.05,1.34499891,-22.0869660536,9.1382270549,-31.2251931085,64453.6359999998,64654.584167931,64252.6878320686,-0.0515500807,64461.6213093099,64473.2921810815,64473.2921810817,38.0678151453"
2026-06-14T19:00:00.000+05:30,"OPS|1781443800000,64254.05,64351.11,64217.07,64335.54,6.00196757,-25.3564550926,2.2392906254,-27.595745718,64448.6644999998,64656.0312091793,64241.2977908202,-0.0600503327,64455.1610663876,64461.5150572485,64461.5150572486,36.5205470854"
2026-06-14T19:15:00.000+05:30,"OPS|1781444700000,64334.56,64353.12,64249.01,64288.4,1.99807971,-31.3895139682,-4.4864702933,-26.9030436749,64441.9504999998,64660.6341620252,64223.2668379743,-0.0752458833,64446.9536534153,64447.0530468397,64447.0530468398,33.90930686"
2026-06-14T19:30:00.000+05:30,"OPS|1781445600000,64295.19,64309.89,64227.81,64275,6.69333081,-36.8275001076,-10.9546762562,-25.8728238514,64435.8599999998,64665.7319822454,64205.9880177542,-0.0897566549,64437.3296310992,64429.602674687,64429.6026746871,31.5520751532"
2026-06-14T19:45:00.000+05:30,"OPS|1781446500000,64275,64295.99,64123.67,64124.02,14.71005106,-52.7123325518,-19.3062075153,-33.4061250365,64425.9749999998,64689.2116321931,64162.7383678064,-0.1274458539,64425.4747260711,64408.306915653,64408.3069156531,26.4377535458"
2026-06-14T20:00:00.000+05:30,"OPS|1781447400000,64118,64132.33,63858.66,63905.34,23.9367702,-82.0015621585,-31.845278444,-50.1562837145,64395.3644999998,64738.992901333,64051.7360986666,-0.1908326297,64409.5494414089,64380.9254764433,64380.9254764434,20.0955839387"
2026-06-14T20:15:00.000+05:30,"OPS|1781448300000,63905.33,63961,63836.87,63961,46.79335966,-99.574359575,-45.3910946702,-54.1832649048,64364.5389999998,64745.8246403537,63983.2533596459,-0.2258478161,64389.6079564476,64349.8870261809,64349.887026181,17.0971871184"
2026-06-14T20:30:00.000+05:30,"OPS|1781449200000,63961.18,64120.01,63952.01,64078.89,7.27930858,-102.803139778,-56.8735036917,-45.9296360862,64343.9064999998,64739.8473526029,63947.9656473967,-0.2269410591,64367.1983477176,64319.9446577844,64319.9446577845,16.1049726791"
2026-06-14T20:45:00.000+05:30,"OPS|1781450100000,64071.66,64090.98,63962.97,64021.99,10.16687499,-108.7002964638,-67.2388622461,-41.4614342176,64316.9774999998,64723.4327948873,63910.5222051123,-0.235178179,64343.0939921441,64290.4376290963,64290.4376290964,14.8386557417"
2026-06-14T21:00:00.000+05:30,"OPS|1781451000000,64024.66,64084.75,63967.99,64006.01,4.84257381,-113.3565839359,-76.4624065841,-36.8941773518,64288.5239999998,64698.3828503335,63878.6651496661,-0.2435190436,64317.9321072293,64260.362423806,64260.3624238061,13.7546128597"
2026-06-14T21:15:00.000+05:30,"OPS|1781451900000,63998.44,64046.42,63969.19,63993.45,4.29681436,-116.7147968109,-84.5128846295,-32.2019121814,64263.7134999998,64681.8577676408,63845.5692323588,-0.2516451338,64292.2497464651,64231.0172558413,64231.0172558414,12.832603461"
2026-06-14T21:30:00.000+05:30,"OPS|1781452800000,63993.45,64100,63973.85,64073.98,4.22397991,-111.5917465356,-89.9286570107,-21.6630895249,64240.6629999998,64647.112134173,63834.2138658265,-0.2412549681,64267.2257096137,64202.2519365974,64202.2519365975,12.6943969612"
2026-06-14T21:45:00.000+05:30,"OPS|1781453700000,64073.99,64166.79,64056.53,64104.02,9.37725709,-103.9099066157,-92.7249069317,-11.1849996841,64218.1719999998,64601.9633672375,63834.380632762,-0.2267623089,64243.8355887612,64175.3643117615,64175.3643117616,13.5293246823"
2026-06-14T22:00:00.000+05:30,"OPS|1781454600000,64104.07,64161.07,64104.06,64121.18,2.55260969,-95.3383236972,-93.2475902848,-2.0907334124,64195.0319999998,64541.8350654521,63848.2289345475,-0.211536075,64222.7333607589,64150.5686187139,64150.568618714,15.2324326449"
2026-06-14T22:15:00.000+05:30,"OPS|1781455500000,64121.17,64140.39,63902.35,63908.02,7.52187995,-104.5404359553,-95.5061594189,-9.0342765364,64164.9319999998,64501.5029669712,63828.3610330283,-0.2275929034,64202.4794587219,64126.3539607659,64126.353960766,13.4132991215"
2026-06-14T22:30:00.000+05:30,"OPS|1781456400000,63912.01,63991.98,63889.86,63931.14,7.02963431,-108.7143935826,-98.1478062516,-10.566587331,64138.8384999998,64462.7065068643,63814.9704931353,-0.2353223316,64182.5955897213,64107.0110588085,64107.0110588086,12.3115053936"
2026-06-14T22:45:00.000+05:30,"OPS|1781457300000,63930.65,63967.74,63871.28,63871.28,4.16812265,-115.5208345318,-101.6224119077,-13.8984226241,64110.6049999998,64424.2360336738,63796.9739663258,-0.2489683985,64162.4785752936,64089.5537753887,64089.5537753888,11.0650768324"
2026-06-14T23:00:00.000+05:30,"OPS|1781458200000,63871.29,63936.03,63733.77,63801.69,15.60793741,-125.0883784717,-106.3156052205,-18.7727732512,64084.2399999998,64408.4795197717,63760.0004802278,-0.2683316368,64141.4480513054,64070.2305434999,64070.2305435,9.7531227909"
2026-06-14T23:15:00.000+05:30,"OPS|1781459100000,63801.68,63852.04,63651.92,63699.35,6.45132186,-139.3226835132,-112.917020879,-26.4056626342,64054.3339999998,64403.7455720355,63704.9224279641,-0.2957468131,64118.6002005065,64048.5544446817,64048.5544446818,8.3522502329"
2026-06-14T23:30:00.000+05:30,"OPS|1781460000000,63699.7,63752.99,63658.03,63692.13,3.54474312,-149.4631483348,-120.2262463702,-29.2369019646,64022.3239999998,64381.1719881496,63663.47601185,-0.3181700262,64093.7862932596,64025.1125456486,64025.1125456487,7.3869700632"
2026-06-14T23:45:00.000+05:30,"OPS|1781460900000,63697.57,63740.01,63642.58,63689,2.760198,-155.9543598237,-127.3718690609,-28.5824907628,63994.0714999998,64364.2885357461,63623.8544642534,-0.3365641953,64067.3081211189,64000.3973555307,64000.3973555308,6.6939378641"
2026-06-15T00:00:00.000+05:30,"OPS|1781461800000,63689.01,63758,63689.01,63741,3.37856188,-155.1146610207,-132.9204274528,-22.1942335678,63964.3444999998,64315.0791075978,63613.6098924017,-0.3397798814,64040.1211102862,63974.1216545251,63974.1216545252,6.3442750297"
2026-06-15T00:15:00.000+05:30,"OPS|1781462700000,63741.01,63776.19,63731.37,63775.67,1.4097548,-149.9233908927,-136.3210201408,-13.6023707519,63938.7079999998,64265.0560724881,63612.3599275114,-0.3344390163,64013.2830142876,63946.6533537023,63946.6533537024,6.1758135497"
2026-06-15T00:30:00.000+05:30,"OPS|1781463600000,63775.68,63796.59,63695.06,63748.66,2.26365143,-146.3022716655,-138.3172704457,-7.9850012197,63912.3909999998,64209.6079461266,63615.1740538729,-0.3332038723,63987.2977405536,63917.4061984837,63917.4061984838,5.9456656255"
2026-06-15T00:45:00.000+05:30,"OPS|1781464500000,63748.66,63820.17,63748.66,63763.75,2.91407743,-140.594189403,-138.7726542372,-1.8215351658,63894.3774999998,64181.6081233401,63607.1468766594,-0.3285863448,63962.6631983629,63890.8536169412,63890.8536169413,5.8065036056"
2026-06-15T01:00:00.000+05:30,"OPS|1781465400000,63763.12,63798.38,63711.32,63719.3,2.45801926,-138.0657011414,-138.631263618,0.5655624766,63885.0754999998,64182.1642293198,63587.9867706797,-0.3302178994,63939.3353175234,63865.2771411337,63865.2771411338,5.5400285593"
2026-06-15T01:15:00.000+05:30,"OPS|1781466300000,63719.3,63764.26,63711.01,63763.93,2.53004583,-130.9510655958,-137.0952240136,6.1441584178,63875.2219999998,64174.6475963248,63575.7964036747,-0.3204803428,63917.6993043628,63842.399115473,63842.3991154731,5.4738496716"
2026-06-15T01:30:00.000+05:30,"OPS|1781467200000,63767.17,63829.99,63751.59,63780.01,3.82351302,-122.601866059,-134.1965524227,11.5946863637,63860.2779999998,64147.121736784,63573.4342632155,-0.3083485374,63898.0781583876,63823.2865490234,63823.2865490235,5.5061644444"
2026-06-15T01:45:00.000+05:30,"OPS|1781468100000,63780.02,63921.06,63780.01,63887.54,4.96831485,-106.0854064099,-128.5743232201,22.4889168103,63853.5554999998,64131.0749595969,63576.0360404026,-0.271183005,63881.4449183256,63811.0706310191,63811.0706310192,12.3870595552"
2026-06-15T02:00:00.000+05:30,"OPS|1781469000000,63887.54,64055,63880.09,64005.47,10.96268466,-82.5286883781,-119.3651962517,36.8365078736,63853.5284999998,64130.9887235998,63576.0682763998,-0.212666056,63869.063543711,63806.7728799247,63806.7728799248,23.8039868623"
2026-06-15T02:15:00.000+05:30,"OPS|1781469900000,64005.84,64045.34,63964.18,63965.01,1.94840085,-66.3596507363,-108.7640871486,42.4044364123,63852.1064999998,64126.9630209087,63577.2499790908,-0.1726514291,63860.9143588158,63808.2749017566,63808.2749017567,29.9211495885"
2026-06-15T02:30:00.000+05:30,"OPS|1781470800000,63968.01,64069.86,63968.01,64063.87,3.03342597,-45.0490981596,-96.0210893508,50.9719911912,63851.6009999998,64124.8559559516,63578.3460440479,-0.1190298738,63857.4032154154,63815.3741923463,63815.3741923464,38.3847865979"
2026-06-15T02:45:00.000+05:30,"OPS|1781471700000,64064.32,64955.67,64064.32,64745.01,66.82000045,26.4965381687,-71.5175638469,98.0141020156,63883.6504999997,64349.9684678047,63417.3325321948,0.0480129377,63863.7327624507,63838.8070664651,63838.8070664652,60.0177319798"
2026-06-15T03:00:00.000+05:30,"OPS|1781472600000,64755.97,65414,64647.95,65237.02,117.97662021,121.497517763,-32.9145475249,154.412065288,63939.4424999998,64687.8001725509,63191.0848274486,0.2177921458,63885.4287679978,63885.040508926,63885.0405089261,73.8466030691"
2026-06-15T03:15:00.000+05:30,"OPS|1781473500000,65245,65641,65226.04,65279.95,58.17573431,197.9685129693,13.2620645739,184.7064483954,64008.0389999997,64956.9393549542,63059.1386450453,0.3269671846,63923.8921855821,63950.4351436667,63950.4351436668,80.1604087606"
2026-06-15T03:30:00.000+05:30,"OPS|1781474400000,65282,65504,64917.99,65090.01,35.00152545,240.4737255899,58.7043967771,181.7693288128,64065.9824999997,65124.25072904,63007.7142709594,0.368053098,63976.2692652159,64028.8618448182,64028.8618448183,82.9552568594"
2026-06-15T03:45:00.000+05:30,"OPS|1781475300000,65087.23,65222.03,64963.05,65183.32,26.45238334,278.4786217959,102.6592417809,175.819380015,64131.5844999997,65291.249951784,62971.9190482155,0.4028035842,64039.9793294156,64118.8362366694,64118.8362366695,85.1303863403"
2026-06-15T04:00:00.000+05:30,"OPS|1781476200000,65178.02,65535.07,65140.57,65431.13,17.45682183,324.8493111676,147.0972556582,177.7520555094,64213.0564999997,65491.4425285572,62934.6704714423,0.4428858255,64113.9952404007,64222.4720118204,64222.4720118205,87.2661196255"
2026-06-15T04:15:00.000+05:30,"OPS|1781477100000,65431.99,65465.01,65310,65382.77,9.04251739,353.6198591236,188.4017763513,165.2180827723,64297.2274999997,65648.8187362235,62945.636263776,0.4642416974,64195.7402882745,64334.4509187622,64334.4509187622,88.5959155454"
2026-06-15T04:30:00.000+05:30,"OPS|1781478000000,65382.77,65590.99,65222.99,65525.99,15.25339621,383.5559880449,227.43261869,156.1233693549,64388.9204999997,65810.8597758545,62966.981224145,0.487482334,64283.5831669501,64453.7158426236,64453.7158426236,89.8217031379"
2026-06-15T04:45:00.000+05:30,"OPS|1781478900000,65527.11,65700,65475.23,65651.36,15.9499567,412.6402373361,264.4741424192,148.1660949169,64487.0384999997,65971.6851561123,63002.3918438872,0.5109126798,64376.3546902784,64581.9571439647,64581.9571439648,90.9010031795"
2026-06-15T05:00:00.000+05:30,"OPS|1781479800000,65650.79,65703.75,65494.76,65538.99,11.35928413,421.7606008852,295.9314341124,125.8291667727,64576.9379999998,66087.5185890688,63066.3574109307,0.5125290564,64471.3025237205,64713.7022086984,64713.7022086985,91.5184776627"
2026-06-15T05:15:00.000+05:30,"OPS|1781480700000,65538.99,65758.99,65526,65712.5,9.48876543,437.9410498095,324.3333572518,113.6076925577,64673.7794999997,66214.5048944785,63133.0541055209,0.5215481809,64567.4196330732,64839.0843525714,64839.0843525715,92.2314223012"
2026-06-15T05:30:00.000+05:30,"OPS|1781481600000,65713.19,65870.98,65599.99,65853.12,19.66276658,456.8448083707,350.8356474756,106.0091608951,64779.0024999997,66339.9467038107,63218.0582961887,0.5344756945,64664.4248352547,64952.8715611948,64952.8715611948,92.9352794956"
2026-06-15T05:45:00.000+05:30,"OPS|1781482500000,65852.01,65852.01,65639.76,65731,24.04891755,456.7074703959,372.0100120597,84.6974583362,64877.3649999997,66417.8059764856,63336.9240235139,0.5276701539,64760.3288012558,65054.171095523,65054.171095523,93.3231352518"
2026-06-15T06:00:00.000+05:30,"OPS|1781483400000,65724.44,65735.26,65446.25,65485.02,28.10420308,431.7728896988,383.9625875875,47.8103021113,64965.6509999997,66431.0542693464,63500.2477306531,0.4897620906,64851.4924514583,65144.2345327006,65144.2345327007,93.348406196"
2026-06-15T06:15:00.000+05:30,"OPS|1781484300000,65505.61,65608.62,65471.53,65588.38,10.69066314,415.5620029453,390.2824706591,25.2795322863,65056.8734999997,66436.3125790861,63677.4344209134,0.4654080578,64936.6431407392,65225.287526755,65225.2875267551,93.5006813593"
2026-06-15T06:30:00.000+05:30,"OPS|1781485200000,65588.37,65594.58,65319.6,65461.66,19.33016096,388.0166984752,389.8293162223,-1.8126177471,65140.9559999997,66398.4404127354,63883.4715872641,0.4309281335,65014.0596572171,65292.1587037087,65292.1587037087,92.9659231828"
2026-06-15T06:45:00.000+05:30,"OPS|1781486100000,65477.79,65489.99,65315.92,65380.4,6.5543526,355.5314975545,382.9697524887,-27.4382549342,65215.5989999997,66336.4188296299,64094.7791703696,0.3943146197,65082.3956822484,65346.8283939434,65346.8283939435,90.8900434312"
2026-06-15T07:00:00.000+05:30,"OPS|1781487000000,65364.74,65687.81,65348.44,65675.23,14.95883559,349.5476905932,376.2853401096,-26.7376495164,65299.0869999997,66287.8871809358,64310.2868190637,0.3807914643,65143.7182235979,65394.2715950446,65394.2715950447,91.309969664"
2026-06-15T07:15:00.000+05:30,"OPS|1781487900000,65676.12,65676.12,65441.54,65472.91,13.31010861,324.7365861011,365.9755893079,-41.2390032068,65374.4819999997,66152.3500944733,64596.6139055262,0.3478074721,65197.7058512131,65429.8442141274,65429.8442141274,90.6464961203"
2026-06-15T07:30:00.000+05:30,"OPS|1781488800000,65480.35,65627.28,65409.69,65618.28,12.58245195,313.1934519708,355.4191618405,-42.2257098697,65452.2025,65951.4655547491,64952.9394452509,0.3301969778,65245.6878829146,65460.3907206497,65460.3907206497,90.9226243229"
2026-06-15T07:45:00.000+05:30,"OPS|1781489700000,65623.66,65745.91,65606.25,65606.26,8.23254867,299.6216693676,344.2596633459,-44.6379939783,65495.265,65878.1077594491,65112.4222405509,0.3152456758,65288.4894951482,65483.4516805316,65483.4516805316,91.1252334593"
2026-06-15T08:00:00.000+05:30,"OPS|1781490600000,65605.29,65638.12,65533.23,65533.23,5.18366629,279.7482594151,331.3573825598,-51.6091231447,65510.0755,65874.2750978322,65145.8759021678,0.2957307266,65326.1452889806,65496.5035567985,65496.5035567986,91.062512181"
2026-06-15T08:15:00.000+05:30,"OPS|1781491500000,65526.73,65537.65,65383.65,65426.11,6.41576774,252.4447244447,315.5748509367,-63.1301264921,65517.3835,65868.4478979334,65166.3191020666,0.2690146152,65358.0499389212,65501.6389101079,65501.6389101079,88.1757721105"
2026-06-15T08:30:00.000+05:30,"OPS|1781492400000,65432.59,65701.12,65392.46,65679.81,9.0151561,248.4143796736,302.1427566841,-53.7283770105,65546.8735,65844.3872357602,65249.3597642398,0.2627039581,65386.266000084,65509.3821991792,65509.3821991792,88.7540861714"
2026-06-15T08:45:00.000+05:30,"OPS|1781493300000,65692.43,65706.05,65643.55,65696.51,6.71349963,243.757962777,290.4657979027,-46.7078351257,65572.533,65825.3664830612,65319.6995169388,0.2587003766,65412.140985431,65517.6836175103,65517.6836175103,89.2737232194"
2026-06-15T09:00:00.000+05:30,"OPS|1781494200000,65696.51,65870.98,65655.38,65864.36,14.3920713,250.7216479687,282.5169679159,-31.7953199472,65594.1945,65868.2045832706,65320.1844167294,0.2655223103,65437.7440936008,65531.7975052357,65531.7975052357,90.2128084139"
2026-06-15T09:15:00.000+05:30,"OPS|1781495100000,65873.47,65960.89,65795.95,65890.02,12.46306145,255.3672514897,277.0870246307,-21.719773141,65619.557,65904.2866639968,65334.8273360032,0.2725181676,65464.1634846573,65552.6110497383,65552.6110497383,90.983200403"
2026-06-15T09:30:00.000+05:30,"OPS|1781496000000,65892.29,65892.29,65679,65687.18,5.39615498,239.9158325789,269.6527862203,-29.7369536414,65627.6165,65910.4146200888,65344.8183799112,0.2570820908,65490.0373280047,65569.8575861495,65569.8575861495,91.0216168159"
2026-06-15T09:45:00.000+05:30,"OPS|1781496900000,65687.17,65743.21,65667.79,65689.02,4.11381787,225.2227171065,260.7667723975,-35.544055291,65629.4995,65913.4042748332,65345.5947251668,0.2447866287,65514.532832593,65587.897661395,65587.897661395,91.0608336147"
2026-06-15T10:00:00.000+05:30,"OPS|1781497800000,65689.02,65702.79,65616.5,65638.45,3.15058163,207.1103022253,250.0354783631,-42.9251761378,65634.4725,65915.329450466,65353.615549534,0.2294658056,65536.7664325985,65603.0244502323,65603.0244502323,89.7322590044"
2026-06-15T10:15:00.000+05:30,"OPS|1781498700000,65654.8,65671.19,65596.8,65607.23,7.3532096,188.0689480907,237.6421723086,-49.5732242179,65629.209,65907.9572403755,65350.4607596245,0.2135505403,65556.0933515964,65615.4185501901,65615.4185501901,87.53708233"
2026-06-15T10:30:00.000+05:30,"OPS|1781499600000,65607.22,65654.64,65576.18,65653.01,6.75893831,174.6592381779,225.0455854825,-50.3863473045,65619.2035,65878.7920431133,65359.6149568867,0.2035153687,65572.6973835298,65627.73699561,65627.73699561,87.2989682438"
2026-06-15T10:45:00.000+05:30,"OPS|1781500500000,65653.02,65836.57,65653.02,65793.1,7.50555355,173.3379071844,214.7040498229,-41.3661426384,65622.3085,65888.5714427491,65356.0455572509,0.2052430527,65587.9436988969,65644.4882691355,65644.4882691355,88.0120214885"
2026-06-15T11:00:00.000+05:30,"OPS|1781501400000,65797.64,65797.64,65667.79,65695.71,8.14682545,162.5583127344,204.2749024052,-41.7165896707,65632.843,65893.1504749483,65372.5355250517,0.19592255,65601.7713769927,65658.4829474745,65658.4829474745,88.0804641386"
2026-06-15T11:15:00.000+05:30,"OPS|1781502300000,65695.71,65824.25,65679.9,65823.77,4.52653554,162.4758576783,195.9150934598,-33.4392357815,65644.6125,65916.8277258573,65372.3972741427,0.1978630095,65615.2106232676,65672.2469570246,65672.2469570246,88.8246821931"
2026-06-15T11:30:00.000+05:30,"OPS|1781503200000,65823.76,65884.81,65776.7,65848.77,4.34533771,162.5539814073,189.2428710493,-26.688889642,65663.968,65936.4461113749,65391.4898886251,0.2013463569,65628.9217858516,65683.2249648383,65683.2249648383,89.527877734"
2026-06-15T11:45:00.000+05:30,"OPS|1781504100000,65848.77,65924.51,65827.81,65906.42,6.02330007,165.3615828313,184.4666134057,-19.1050305744,65690.269,65949.4056108908,65431.1323891093,0.208666241,65643.5661943902,65692.5051530495,65692.5051530495,90.336546015"
2026-06-15T12:00:00.000+05:30,"OPS|1781505000000,65906.42,65909.69,65736.91,65777.68,3.51465906,155.4069505244,178.6546808294,-23.247730305,65695.3915,65957.1733278042,65433.6096721958,0.1994042957,65658.2383168145,65701.7434888587,65701.7434888587,90.3881759502"
2026-06-15T12:15:00.000+05:30,"OPS|1781505900000,65777.68,65851.87,65767.73,65774.38,5.15798335,145.5734699361,172.0384386508,-26.4649687147,65710.465,65953.3005756755,65467.6294243245,0.1913841756,65672.3278614816,65710.854127248,65710.854127248,90.4168000962"
2026-06-15T12:30:00.000+05:30,"OPS|1781506800000,65774.39,65830.01,65645.85,65787.72,26.72352392,137.2743786497,165.0856266506,-27.8112480008,65718.937,65960.1341596916,65477.7398403084,0.1858125734,65685.5769507998,65721.0222859302,65721.0222859302,90.5125539816"
2026-06-15T12:45:00.000+05:30,"OPS|1781507700000,65779.99,65988,65779.99,65918.46,8.23896594,139.6372629279,159.995953906,-20.3586909781,65734.547,65984.7949683625,65484.2990316375,0.1924227652,65698.8808860838,65735.0004157611,65735.000415761,91.270652401"
2026-06-15T13:00:00.000+05:30,"OPS|1781508600000,65918.46,65918.46,65692.34,65710.29,5.05082004,123.2910638532,152.6549758955,-29.3639120423,65743.4,65976.4719132675,65510.3280867326,0.1714239855,65710.9205661442,65747.4785219863,65747.4785219863,86.6998821236"
2026-06-15T13:15:00.000+05:30,"OPS|1781509500000,65701.23,65737.35,65590.74,65624.48,6.14395936,102.2339441924,142.5707695549,-40.3368253625,65753.3185,65944.6893824149,65561.9476175852,0.1438588088,65720.3692962746,65754.6220634434,65754.6220634433,79.1023769902"
2026-06-15T13:30:00.000+05:30,"OPS|1781510400000,65629.47,65716.03,65586.35,65690.55,6.58758203,89.8416829858,132.0249522411,-42.1832692552,65753.8555,65944.457016698,65563.253983302,0.1278111274,65727.2702377371,65760.3729609991,65760.3729609991,76.211432417"
2026-06-15T13:45:00.000+05:30,"OPS|1781511300000,65690.55,65710.4,65572.71,65633.98,5.53800146,74.5961030322,120.5391823993,-45.9430793671,65750.729,65946.9588753662,65554.4991246339,0.1078734666,65731.4026915876,65761.6275135447,65761.6275135447,71.4194149873"
2026-06-15T14:00:00.000+05:30,"OPS|1781512200000,65633.97,65754,65621.55,65734.6,2.9260802,69.8281289598,110.3969717114,-40.5688427516,65744.241,65933.4694743692,65555.0125256308,0.1016488956,65733.7134830477,65760.5781474457,65760.5781474457,71.6247145914"
2026-06-15T14:15:00.000+05:30,"OPS|1781513100000,65726.06,65753.45,65613.19,65619.21,9.96626242,56.0918742996,99.535952229,-43.4440779294,65730.7005,65914.9565223407,65546.4444776594,0.0825418895,65733.9352331876,65754.4975751829,65754.4975751828,66.9093825039"
2026-06-15T14:30:00.000+05:30,"OPS|1781514000000,65619.21,65672.33,65619.21,65644.53,4.55223553,46.7104568388,88.970853151,-42.2603963122,65728.568,65915.7533513872,65541.3826486129,0.0697444607,65732.3490902915,65747.1016524223,65747.1016524223,64.2708618168"
2026-06-15T14:45:00.000+05:30,"OPS|1781514900000,65644.53,65756.71,65610.32,65610.32,32.4225987,36.0990276961,78.39648806,-42.2974603639,65724.633,65918.1791906384,65531.0868093617,0.0551160023,65729.0260322999,65738.0675338001,65738.0675338,60.7221032902"
2026-06-15T15:00:00.000+05:30,"OPS|1781515800000,65610.33,65614.51,65470.43,65524.76,9.26216158,20.5485458584,66.8268996197,-46.2783537613,65718.9485,65928.317110542,65509.5798894581,0.0326627026,65723.5251435521,65725.894891291,65725.8948912909,54.7563207431"
2026-06-15T15:15:00.000+05:30,"OPS|1781516700000,65536.53,65574.75,65478.25,65556.22,9.48772922,10.6405780841,55.5896353126,-44.9490572285,65716.398,65932.2894152618,65500.5065847382,0.0178664585,65716.1428567385,65709.3492746926,65709.3492746926,51.4126514671"
2026-06-15T15:30:00.000+05:30,"OPS|1781517600000,65556.21,65732.6,65543.12,65703.77,8.18066551,14.5270354907,47.3771153482,-32.8500798575,65718.936,65932.972499173,65504.8995008271,0.0231496051,65708.4660690899,65695.6934065667,65695.6934065666,53.6516082623"
2026-06-15T15:45:00.000+05:30,"OPS|1781518500000,65703.77,65714.7,65663.8,65665.59,4.59167237,14.3607324845,40.7738387754,-26.4131062909,65712.5605,65924.9707971841,65500.1502028159,0.0226891804,65701.0938743765,65685.2678781,65685.2678781,54.2671315179"
2026-06-15T16:00:00.000+05:30,"OPS|1781519400000,65679.17,65718.97,65664.41,65716.99,4.51651973,18.1670679358,36.2524846075,-18.0854166717,65713.6245,65925.8996567656,65501.3493432344,0.0285068501,65694.7715085011,65677.2186275364,65677.2186275363,56.4669590961"
2026-06-15T16:15:00.000+05:30,"OPS|1781520300000,65717.2,65929.76,65685.01,65865.05,28.2233689,32.7532616034,35.5526400067,-2.7993784033,65715.6885,65932.9515479009,65498.4254520991,0.0510417624,65691.0064089738,65674.8341498025,65674.8341498025,62.3757380172"
2026-06-15T16:30:00.000+05:30,"OPS|1781521200000,65879.39,65962.68,65803.55,65894.81,20.73638882,46.1819516666,37.6785023387,8.5034493279,65717.9905,65941.7242712375,65494.2567287625,0.072725004,65690.5726288958,65675.7961225657,65675.7961225656,67.026528393"
2026-06-15T16:45:00.000+05:30,"OPS|1781522100000,65894.8,66357,65889.01,66224.81,53.78998544,82.5015014123,46.6431021534,35.8583992589,65733.91,66039.3852760714,65428.4347239286,0.1273182222,65696.1634964727,65687.594100281,65687.594100281,75.2714465448"
2026-06-15T17:00:00.000+05:30,"OPS|1781523000000,66224.81,66269.33,66093.62,66114.1,18.63284092,101.1852341029,57.5515285433,43.6337055596,65750.731,66098.1631297321,65403.2988702679,0.1537893672,65707.6010254493,65705.7846275026,65705.7846275026,78.6729487754"
2026-06-15T17:15:00.000+05:30,"OPS|1781523900000,66118.34,66203.08,66087.11,66199.62,9.5726861,121.492486392,70.339720113,51.152766279,65771.993,66170.8528826863,65373.1331173137,0.1826652964,65724.7786938452,65731.3823315931,65731.382331593,81.691055522"
2026-06-15T17:30:00.000+05:30,"OPS|1781524800000,66195.24,66276.38,66077.24,66245.33,33.78077181,139.6645787965,84.2046918497,55.4598869468,65794.8735,66244.0452403264,65345.7017596735,0.2094943132,65747.27324656,65765.4271803943,65765.4271803943,84.0272018496"
2026-06-15T17:45:00.000+05:30,"OPS|1781525700000,66245.32,66299.45,66145.35,66245.16,21.94783782,152.2967927453,97.8231120288,54.4736807165,65811.2085,66299.250286359,65323.1667136409,0.2307267326,65774.1337045911,65805.8082385045,65805.8082385044,85.6405158326"
2026-06-15T18:00:00.000+05:30,"OPS|1781526600000,66245.15,66435.35,66156.58,66429.39,22.43498637,175.1546607366,113.2894217704,61.8652389662,65847.1635,66401.6060144066,65292.7209855934,0.2643270158,65805.6780688723,65852.0403769582,65852.0403769582,87.7065233216"
2026-06-15T18:15:00.000+05:30,"OPS|1781527500000,66433,66565.31,66387.07,66528.5,24.88401528,198.9733930861,130.4262160335,68.5471770525,65892.3645,66510.5556332164,65274.1733667836,0.2992183246,65842.1225547173,65905.555944784,65905.555944784,89.456592356"
2026-06-15T18:30:00.000+05:30,"OPS|1781528400000,66528.51,66663.32,66438.65,66580.73,31.77199602,219.5337857463,148.2477299761,71.2860557702,65936.8735,66615.7399571934,65258.0070428066,0.3310204185,65883.1945358374,65965.0457730051,65965.045773005,90.7879274097"
2026-06-15T18:45:00.000+05:30,"OPS|1781529300000,66580.73,66914,66557.72,66792.67,102.7180953,250.0474405571,168.6076720923,81.4397684648,65994.808,66753.4664718831,65236.1495281169,0.3723651609,65929.640112215,66030.5850870042,66030.5850870041,92.2204321082"
